,title,ingredients,directions,link,source,NER
1970978,Asian Noodle Salad Recipe,"[""2 x 2.8 ounce Packages baked ramen Noodle soup mix"", ""1/2 c. Slivered almonds"", ""2 Tbsp. Sesame seeds"", ""1 Tbsp. Canola oil"", ""4 c. Shredded green cabbage"", ""1 1/2 c. Shredded carrots"", ""1 c. Minced scallions Orange Sesame Dressing""]","[""Preheat oven to 350 F. Crumble ramen noodles onto a large baking sheet with sides."", ""Throw away seasoning packets (or possibly save for another use)."", ""Add in almonds, sesame seeds and oil; toss to coat."", ""Bake for 10 mins."", ""Stir, then bake 5 mins more or possibly til noodles are golden."", ""Let cold on pan on a wire rack."", ""Just before serving, in large bowl, combine cabbage, carrots and scallions."", ""Add in toasted noodle mix and Orange Sesame Dressing (recipe follows) and mix well.""]",cookeatshare.com/recipes/asian-noodle-salad-70401,Recipes1M,"[""almonds"", ""Sesame seeds"", ""Canola oil"", ""green cabbage"", ""carrots"", ""scallions Orange Sesame Dressing""]"
1971577,Chinese Cabbage Salad,"[""1/2 cup salad oil"", ""1/2 cup sugar"", ""1/4 cup wine vinegar"", ""1 tbsp. soy sauce"", ""2 pkg. Ramen noodles, uncooked"", ""1/2 cup slivered almonds"", ""1 cup sesame seeds"", ""1 bunch green onions, chopped"", ""1 head Chinese"", ""Napa cabbage, chopped""]","[""Dressing: Mix together, shake well and chill."", ""Mix together Ramen noodles (break them up as much as possible), almonds and sesame seeds."", ""Spread out on a cookie sheet and bake at 350 for approximately 10-15 minutes."", ""Check often to make sure they don't burn."", ""Mix greens, noodle mix, and dressing just before serving."", ""If made ahead, it can get soggy.""]",www.foodgeeks.com/recipes/2843,Recipes1M,"[""salad oil"", ""sugar"", ""wine vinegar"", ""soy sauce"", ""Ramen noodles"", ""almonds"", ""sesame seeds"", ""green onions"", ""head Chinese"", ""cabbage""]"
1971970,Asian Noodle Salad,"[""1 (8 -10 ounce) package ramen noodles"", ""12 lb snow peas, cut in half"", ""1 lb pork tenderloin, cut into 1/4 inch slices"", ""1 teaspoon gingerroot, finely chopped"", ""1 medium bell pepper, cut into strips"", ""1 cup shredded carrot"", ""8 medium green onions, sliced"", ""1 tablespoon sesame seeds, toasted"", ""12 cup rice vinegar"", ""14 cup honey"", ""2 tablespoons vegetable oil"", ""2 tablespoons sesame oil"", ""1 tablespoon soy sauce""]","[""Make sesame dressing by shaking all ingredients in a tightyly covered container."", ""Set aside."", ""Cook noodles as directed on pkg, adding snow peas for last 1 to 2 minutes; drain."", ""Pinse with cold water; drain."", ""Spray 10 inch skillet with cooking spray."", ""Cook pork and gingerroot in skillet 4 to 6 minutes, stirring occasionally, until pork is slightly pink in center."", ""Toss noodles, bell pepper, carrots, onions and pork with half of the dressing."", ""Sprinkle with sesame seed."", ""Serve with remaining dressing.""]",www.food.com/recipe/asian-noodle-salad-304974,Recipes1M,"[""ramen noodles"", ""snow peas"", ""pork tenderloin"", ""gingerroot"", ""bell pepper"", ""carrot"", ""green onions"", ""sesame seeds"", ""rice vinegar"", ""honey"", ""vegetable oil"", ""sesame oil"", ""soy sauce""]"
1972179,Pork Ramen Alfredo-College Dorm Special,"[""2 packages pork ramen noodles"", ""1 cup heavy cream"", ""1 tablespoon butter"", ""1 tablespoon minced garlic"", ""1 1/2 cups grated Parmesan"", ""2 tablespoons mascarpone cheese"", ""1 teaspoon minced parsley leaves"", ""Kosher salt and freshly ground black pepper""]","[""Cook the ramen noodles according to package directions."", ""Drain the excess liquid from noodles and set aside."", ""In a medium saute pan, over medium-high heat, add the cream and butter, and heat until the liquid begins to simmer."", ""Reduce the heat to medium, allowing the liquid to reduce by a little more than half."", ""This should take 5 to 6 minutes."", ""Stir in the garlic, Parmesan, mascarpone cheese and parsley."", ""Fold in the cooked ramen noodles, reduce the heat to low and allow the sauce to thicken for 4 to 5 minutes."", ""Season with salt and pepper, to taste, transfer to a serving bowl and serve.""]",www.foodnetwork.com/recipes/robert-irvine/pork-ramen-alfredo-college-dorm-special-recipe.html,Recipes1M,"[""pork ramen noodles"", ""heavy cream"", ""butter"", ""garlic"", ""Parmesan"", ""mascarpone cheese"", ""parsley"", ""Kosher salt""]"
1972646,Chicken curry Top Ramen,"[""1 packages Packaged Ramen Noodle"", ""1 packages Ramen Noodle packaged bouillon"", ""1 piece Knoxx Chicken and Tomato Bouillon"", ""dash lemon peel"", ""1 Slice singles meltable cheese"", ""1 tsp curry powder"", ""dash crushed red pepper"", ""dash basil"", ""3 cup water""]","[""Fill small pot with water, just enough to submerge block of ramen."", ""When Ramen begins to soften add packet of ramen bullion."", ""When ramen has nearly cooked completely, pour out half of the water left, so there's just enough for the bowl it is served in."", ""Add, Knoxx boullion, curry powder, lemon peel, red pepper, and slice of cheese to complete broth."", ""Stir until cheese is melted and ingredients mixed well."", ""Empty ramen into serving bowl and add a dash of basil.""]",cookpad.com/us/recipes/366592-chicken-curry-top-ramen,Recipes1M,"[""Ramen"", ""Ramen"", ""Chicken"", ""lemon peel"", ""meltable cheese"", ""curry powder"", ""red pepper"", ""basil"", ""water""]"
1973310,Roast Chicken Ramen with Fried Eggs,"[""1 rotisserie chicken"", ""3 cups chicken stock or low-sodium broth"", ""Kosher salt"", ""Freshly ground black pepper"", ""6 ounce ramen noodles"", ""2 tablespoons unsalted butter"", ""4 large eggs""]","[""Remove the legs and breasts from the chicken then break the carcass into small pieces."", ""In a medium pot, bring the stock to a simmer with the chicken bones and simmer, uncovered, 15 minutes."", ""Remove the bones from the stock and add the reserved legs and breasts simmer until the chicken is hot, about 5 minutes."", ""Stir in the ramen and simmer until the noodles are tender, about 5 minutes."", ""Season with salt and pepper to taste."", ""In a large heavy skillet, heat the butter over medium high heat."", ""Cook the eggs to your preferred doneness, about 3 minutes for runny yolks."", ""Sprinkle the eggs with salt and pepper and serve with the noodles, stock and chicken.""]",www.foodandwine.com/recipes/roast-chicken-ramen-fried-eggs,Recipes1M,"[""rotisserie chicken"", ""chicken stock"", ""Kosher salt"", ""Freshly ground black pepper"", ""ramen noodles"", ""unsalted butter"", ""eggs""]"
1973525,Stir Fry Vegan Ramen,"[""3 (8 ounce) packages ramen noodles or 3 (8 ounce) packagesinstant noodles"", ""1 cup water or 1 cup stock"", ""1 tablespoon sesame oil"", ""1 dash black pepper"", ""100 g bean sprouts"", ""1 grated carrot"", ""1 bunch spring onion"", ""3 small deseeded chili peppers (optional)"", ""3 tablespoons light soy sauce"", ""2 tablespoons peri-peri or 2 tablespoons chili sauce"", ""1 tablespoon dark soy sauce""]","[""cooked instant noodles as package drain and set aside."", ""with sesame oil brown onion then add carrot saute for one minute then noodle."", ""add sauce and half cup of water and mix well then add beansprouts with spring onion for 2 minute."", ""if its too dry add all water then mix well til almost dry."", ""off heat top black pepper and mix well and serve.""]",www.food.com/recipe/stir-fry-vegan-ramen-519982,Recipes1M,"[""ramen noodles"", ""water"", ""sesame oil"", ""black pepper"", ""bean sprouts"", ""carrot"", ""spring onion"", ""deseeded chili peppers"", ""soy sauce"", ""peri-peri"", ""soy sauce""]"
1973538,For Ramen! Tender Simmered Pork,"[""500 grams Pork shoulder loin block"", ""2 tsp Salt"", ""4 liter Chinese chicken soup stock"", ""2 stalks The green part of a Japanese leek"", ""1 piece Ginger""]","[""Rub salt into the surface of the pork block as thoroughly as possible."", ""Let it sit in the refrigerator from 1 hour up to 1 day."", ""Since it will release some moisture, throw that away."", ""Rinse off the excess salt and dry the excess moisture well."", ""Since simmering the pork will make it extremely soft, wrap it with a string."", ""Just wrap it around and around with no particular technique."", ""Pan-fry the pork block in a frying pan until the surfaces are browned."", ""Use high heat, and it's okay if the surface gets somewhat crispy."", ""Boil the chicken soup stock in a pot."", ""When it's boiling, drop in the pork block and boil."", ""You can also use water + instant chicken soup stock granules."", ""Fill the pot with enough water to cover the pork, put in the pork, leek, and ginger, and turn on the heat."", ""Important!!!!"", ""Simmer the meat on low from the beginning all the way to the end."", ""The heat should be low enough that the soup stock is barely bubbling."", ""Just \""bubble........bubble.........\"" If you raise the heat, the meat will become tough."", ""Let it simmer for about 3 hours, and it will be soft and tender."", ""After 1 hour, it will be cooked through."", ""Remove from the pot."", ""Since it's going to be very hot, please be careful."", ""This will be difficult to do if you didn't wrap the pork with a string."", ""If you slice it right away, the fat will drip out and it will all fall apart, so let it cool for a short time."", ""Slicing it is also difficult since it's so soft."", ""It will be impossible to slice it very thinly."", ""At this point, you can coat it in soy sauce, mustard, yakiniku bbq sauce, etc."", ""and eat it with rice."", ""It's perfect as a ramen topping."", ""Here's a recipe for Salt-Flavored Soup Ramen..""]",cookpad.com/us/recipes/146489-for-ramen-tender-simmered-pork,Recipes1M,"[""Salt"", ""liter Chinese chicken soup stock"", ""Ginger""]"
1973718,Shoyu Ramen,"[""2 eggs"", ""1 tablespoon kosher salt"", ""4 cups pork belly braising liquid (page 138)"", ""8 cups Ramen Chicken Stock (page 10)"", ""1 1/2 cups Shoyu Base (page 11)"", ""2 packed cups spinach"", ""4 (7-ounce) pieces frozen ramen noodles"", ""4 ounces (about 8 slices) Braised Pork Belly (page 138)"", ""1/2 cup menma (marinated bamboo shoots)"", ""8 thin slices naruto (fish cake)"", ""1 scallion, both white and green parts, thinly sliced on an angle"", ""1 large sheet nori, cut into quarters, or 4 small sheets""]","[""Place the eggs in a small pot with the salt."", ""Add enough cold water to cover the eggs, then set the pot over high heat and bring the water to a boil."", ""Once it reaches a boil, cover the pot and turn off the heat."", ""Let sit for 12 minutes."", ""Drain the eggs and rinse under cold water until cool enough to handle."", ""Remove the shells from the eggs and discard."", ""Place the peeled eggs in a small pot and cover with the pork belly braising liquid."", ""Bring the liquid just to a boil, then turn off the heat and let the eggs sit in the hot liquid until ready to use."", ""If possible, let the eggs sit in the braising liquid overnight."", ""Combine the chicken stock and Shoyu Base in a pot over high heat and bring to a boil."", ""Reduce the heat and cover to keep warm."", ""Prepare an ice bath and place a large pot of water over high heat."", ""When the water comes to a boil, add the spinach to the boiling water and cook for 1 minute."", ""Remove the spinach from the water (keep the pot of water) and submerge in the ice bath."", ""Once cool, drain the spinach by squeezing to remove excess moisture."", ""Set aside."", ""Return the water to a boil and add the ramen noodles."", ""Cook, following package instructions, then drain well."", ""Remove the eggs from the pork belly braising liquid and cut each in half."", ""Divide the noodles among 4 bowls."", ""Top each with 2 1/4 cups broth, and then arrange in a circle over the noodles one-fourth each of the spinach, egg, pork belly, menma, and naruto, with the scallions in the center."", ""Garnish each bowl with a sheet of nori.""]",www.epicurious.com/recipes/food/views/shoyu-ramen-380512,Recipes1M,"[""eggs"", ""kosher salt"", ""pork belly braising liquid"", ""Ramen Chicken"", ""Shoyu"", ""spinach"", ""ramen noodles"", ""scallion"", ""sheet nori""]"
1975301,Salt Flavored Chanko Nabe (Hotpot) With Delicious Chicken Dumplings,"[""1600 ml Water"", ""2 tsp Salt"", ""1 tsp Weipa"", ""1 1/2 tbsp Chinese Chicken stock granules"", ""2 tsp Dashi stock granules"", ""3 tbsp Sake"", ""3 tbsp Mirin"", ""2 tsp Sugar"", ""1 tbsp each Grated garlic and ginger"", ""1 as much (to taste) Thinly sliced pork loin"", ""1 as much (to taste) Chinese cabbage"", ""1 The white part of a Japanese leek"", ""1/3 Daikon radish"", ""1 Carrot"", ""1 packet each Shiitake and shimeji mushrooms"", ""1 packet Enoki mushrooms"", ""1 piece Thin aburaage"", ""1/2 bag each Bean sprouts, Chinese chives"", ""1 block Tofu"", ""1 as much (to taste) Kuzukiri (kuzu noodles)"", ""300 grams Ground chicken thigh meat"", ""1 small Egg"", ""2 tbsp each White part of a japanese leek and Chinese chives, both chopped"", ""1 1/2 tsp The juice from grated ginger"", ""1 1/2 tbsp Katakuriko"", ""1 tsp Chicken soup stock granules"", ""2 tsp Sake"", ""1 Salt, pepper""]","[""Make the chicken dumplings."", ""Put all the dumpling ingredients in a bowl and mix with your hands until it's sticky."", ""Make the soup stock for the hotpot."", ""Put all the soup stock ingredients in an earthenware pot and put on the heat."", ""Cut up all the ingredients into easy to eat pieces."", ""When the stock starts to boil, add the carrots, daikon radish and other hard vegetables, and scoop in bite sized spoonfuls of the chicken dumpling mixture."", ""Put in the rest of the vegetables and the pork, and it's done."", ""Yuzu pepper goes well with this."", ""Ramen noodles for hotpots is a great 'shime' (the last thing added to the pot)."", ""Just add them to the remaining soup at the end and cook through.""]",cookpad.com/us/recipes/171036-salt-flavored-chanko-nabe-hotpot-with-delicious-chicken-dumplings,Recipes1M,"[""Water"", ""Salt"", ""Weipa"", ""granules"", ""granules"", ""Sake"", ""Mirin"", ""Sugar"", ""garlic"", ""much"", ""much"", ""radish"", ""Carrot"", ""packet"", ""Enoki mushrooms"", ""aburaage"", ""sprouts"", ""much"", ""Ground chicken thigh"", ""Egg"", ""Chinese chives"", ""ginger"", ""Katakuriko"", ""Chicken soup stock granules"", ""Sake"", ""Salt""]"
1976176,Oriental Cabbage Salad,"[""1 head cabbage ( shredded)"", ""1 bunch green onions ( chopped)"", ""2 each Top Ramen noodles ( crushed)"", ""1 large chicken breast (cooked, sliced)"", ""1 envelope slivered almonds"", ""1/4 cup sesame seeds"", ""3/4 cup olive oil"", ""6 tbsp rice vinegar"", ""1 tsp each salt & pepper"", ""2 packages Top Ramen seasoning""]","[""Brown almonds and sesame seeds in butter"", ""combine cabbage, green onions, and chicken (cooled)"", ""mix up dressing and put all together in large bowl."", ""Mix well, serve chilled.""]",cookpad.com/us/recipes/336872-oriental-cabbage-salad,Recipes1M,"[""cabbage"", ""green onions"", ""Ramen noodles"", ""chicken"", ""almonds"", ""sesame seeds"", ""olive oil"", ""rice vinegar"", ""salt"", ""Ramen seasoning""]"
1976555,LG SINGAPORE DRY NOODLE ( MEE POK),"[""1 packages singapore ramen instant noodle (mee pok) or any flat ramen"", ""1 tbsp scallions"", ""1 tsp each dark sauce and light sauce"", ""1 tsp sesame oil"", ""1 tsp each chili sauce and sweet thai chili sauce"", ""1 dash pepper"", ""1 tbsp deep fried anchovies""]","[""FOR THE LG FRIED DRIED ANCHOVIES PLEASE VIEW THE ATTACHMENTS BELOW"", ""cook noodle as package drain and set aside"", ""mix sauce then stir in cooked noodle"", ""top garnish""]",cookpad.com/us/recipes/333906-lg-singapore-dry-noodle-mee-pok,Recipes1M,"[""noodle"", ""scallions"", ""dark sauce"", ""sesame oil"", ""chili sauce"", ""pepper"", ""anchovies""]"
